1,Apple
2,Orange
3,Pear
4,Peach
5,Cherry
6,Coconut
7,int_shl_hora
8,int_shl_sango
9,int_shl_hotate
10,Gold_Ore
11,Silver_Ore
12,Ruby
13,Sapphire
16,fertilizer
17,honey_Island_1
18,honey_Island_2
19,honey_Island_free_1
20,casting_net_River_1
21,casting_net_River_2
22,casting_net_River_free_1
23,casting_net_Beach_1
24,casting_net_Beach_2
25,casting_net_Beach_3
26,casting_net_Beach_free_1
27,fg_leafticket_out
28,npc_call_ticket
29,npc_quest_ticket
30,Bell
31,5Bell
32,100Bell
33,200Bell
34,300Bell
35,400Bell
36,500Bell
37,600Bell
38,700Bell
39,800Bell
40,900Bell
41,1000Bell
42,2000Bell
43,3000Bell
44,4000Bell
45,5000Bell
46,6000Bell
47,7000Bell
48,8000Bell
49,9000Bell
50,10000Bell
51,11000Bell
52,12000Bell
53,13000Bell
54,14000Bell
55,15000Bell
56,16000Bell
57,17000Bell
58,18000Bell
59,19000Bell
60,20000Bell
61,21000Bell
62,22000Bell
63,23000Bell
64,24000Bell
65,25000Bell
66,26000Bell
67,27000Bell
68,28000Bell
69,29000Bell
70,30000Bell
71,31000Bell
72,32000Bell
73,33000Bell
74,34000Bell
75,35000Bell
76,36000Bell
77,37000Bell
78,38000Bell
79,39000Bell
80,40000Bell
81,41000Bell
82,42000Bell
83,43000Bell
84,44000Bell
85,45000Bell
86,46000Bell
87,47000Bell
88,48000Bell
89,49000Bell
90,50000Bell
91,51000Bell
92,52000Bell
93,53000Bell
94,54000Bell
95,55000Bell
96,56000Bell
97,57000Bell
98,58000Bell
99,59000Bell
100,60000Bell
101,61000Bell
102,62000Bell
103,63000Bell
104,64000Bell
105,65000Bell
106,66000Bell
107,67000Bell
108,68000Bell
109,69000Bell
110,70000Bell
111,71000Bell
112,72000Bell
113,73000Bell
114,74000Bell
115,75000Bell
116,76000Bell
117,77000Bell
118,78000Bell
119,79000Bell
120,80000Bell
121,81000Bell
122,82000Bell
123,83000Bell
124,84000Bell
125,85000Bell
126,86000Bell
127,87000Bell
128,88000Bell
129,89000Bell
130,90000Bell
131,91000Bell
132,92000Bell
133,93000Bell
134,94000Bell
135,95000Bell
136,96000Bell
137,97000Bell
138,98000Bell
139,99000Bell
140,110000Bell
141,Insect_Ohkabamadara
142,Insect_Morufocho
143,Insect_Koganemusi
144,Insect_Miyamakuwagata
145,Insect_Agehacho
146,Insect_Tamamusi
147,Insect_Kabutomusi
148,Fish_Oikawa
149,Fish_Funa
150,Fish_Nishikigoi
151,Fish_Yellowparch
152,Fish_Aji
153,Fish_Hirame
154,Fish_Ika
155,Fish_Maguro
156,Fish_Blackbass
157,Fish_Nijimasu
158,Fish_Fugu
159,Fish_Tai
160,Fish_Chouchinankou
161,material_key00
162,material_katikati00
163,material_huwahuwa00
164,material_perapera00
165,material_mogumogu00
166,material_friend00
167,material_spt00
168,material_fan00
169,material_pikapika00
170,material_coo00
171,material_ntl00
173,tops_default_boy
174,tops_default_girl
175,tops_making
176,btms_default_boy
177,btms_default_girl
178,tops_numball_1
179,tops_numball_4
180,tops_numball_5
181,tops_numball_6
182,tops_paw
183,tops_cherry
184,tops_mvp
185,tops_bb
186,tops_mark_spade
187,tops_mark_club
188,tops_mark_heart
189,tops_mark_star
190,tops_mark_a
191,tops_no_1
192,tops_nin_bigbros
193,tops_img_bluhawaii
194,tops_checker_bold
195,tops_checker_red
196,tops_checker_blk
197,tops_border_bold
198,tops_border_ylw
199,tops_border_redblk
200,tops_border_marine
201,tops_border_marine_shtl
202,tops_border_stb
203,tops_border_prison
204,tops_tweed_ylw
205,tops_grid_blu
206,tops_grid_dream
207,tops_polka_mush
208,tops_polka_wht
209,tops_polka_stb
210,tops_dot_ppl
211,tops_dot_blu
212,tops_stripe_sibu
213,tops_line_cool
214,tops_american
215,tops_check_grn
216,tops_gingham_mint
217,tops_gingham_berry
218,tops_tartan_gry
219,tops_argyle_blu
220,tops_knit_grn
221,tops_knit_icy
222,tops_knit_rainbow
223,tops_knit_winter
224,tops_knit_native
225,tops_knit_beige
226,tops_knit_flw
227,tops_knit_pretty
228,tops_knit_deer
229,tops_snow_square
230,tops_fire
231,tops_ptn_star
232,tops_camo
233,tops_camo_cold
234,tops_insc_spiderweb
235,tops_zipper
236,tops_down_blu
237,tops_jersey_red
238,tops_vest_leather
239,tops_collage_red
240,tops_parka_gry
241,tops_happi
242,tops_stajan_red
243,tops_stajan_blu
244,tops_nelshirts_blu
245,tops_collar_round
246,tops_denim_chemi
247,tops_sweater_iceland
248,tops_flw_aloha
249,tops_flw_roseblu_shts
250,tops_ptn_rectangle
251,tops_blouse_ribbon
252,tops_coat_duffel
253,tops_coat_mouton
254,tops_sunflower
255,tops_mvp_l
256,tops_border_bold_l
257,tops_jpn_sibori_l
258,tops_grid_blu_l
259,tops_hound_sepia_l
260,tops_grid_fall_l
261,tops_gingham_berry_l
262,tops_gingham_lemon_l
263,tops_polka_stb_l
264,tops_border_ppl_l
265,tops_border_redwht_l
266,tops_fire_l
267,tops_border_stb_l
268,tops_tweed_ylw_l
269,tops_camo_l
270,tops_tartan_fall_l
271,tops_tartan_blu_l
272,tops_gingham_mint_l
273,tops_okm
274,tops_jumper_skirt
275,tops_corset_org
276,tops_tirolean
277,tops_coat_boa
278,tops_onp_dot
279,tops_onp_knit
280,tops_tweed_pnk_o
281,tops_twinkle_o
282,tops_ptn_heart_o
283,btms_camo
284,btms_cargo
285,btms_denim_skirt
286,btms_polka_wht
287,btms_cheer
288,btms_halfcheck_grn
289,btms_half_colorful
290,btms_explorer
291,btms_knee
292,btms_leather
293,btms_polka_blk
294,btms_tweed_pnk
295,btms_tartan_red
296,btms_denim_chemi
297,btms_denim_hole
298,btms_tartan_grn
299,btms_denim_n_skt
300,sock_border_brw
301,sock_stocking_blk
302,sock_anklet_blk
303,sock_line_ylw
304,sock_three_fold
305,sock_anklet_wht
306,sock_football_blu
307,sock_leggins_blk
308,sock_stocking_wht
309,sock_melange_gry
310,nml_doek_blu
311,nml_pumps_ppl
312,botL_mouton
313,botL_climbing
314,botH_snow
315,nml_wood
316,nml_sports
317,nml_doek_grn
